mode,path,run,time,stats
hyper,/hot/data/flights_all/flights_on_time_performance_1992_05.csv,0,3.30595,"{""input"":{""input_file_count"":1,""total_input_row_count"":425558,""normal"":423007,""general"":2551,""fallback"":0,""unresolved"":0},""output"":{""normal"":425558,""except"":0},""timings"":{""fast_path_execution_time"":2.81819,""general_and_interpreter_time"":0.066553,""compile_time"":0.11825,""hyperspecialization_time"":0.236221},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_06.csv,0,3.32819,"{""input"":{""input_file_count"":1,""total_input_row_count"":425510,""normal"":422916,""general"":2594,""fallback"":0,""unresolved"":0},""output"":{""normal"":425510,""except"":0},""timings"":{""fast_path_execution_time"":2.83445,""general_and_interpreter_time"":0.0668084,""compile_time"":0.11845,""hyperspecialization_time"":0.238792},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_07.csv,0,3.44199,"{""input"":{""input_file_count"":1,""total_input_row_count"":440210,""normal"":436318,""general"":3892,""fallback"":0,""unresolved"":0},""output"":{""normal"":440210,""except"":0},""timings"":{""fast_path_execution_time"":2.94026,""general_and_interpreter_time"":0.0679164,""compile_time"":0.118892,""hyperspecialization_time"":0.242953},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_08.csv,0,3.46459,"{""input"":{""input_file_count"":1,""total_input_row_count"":442131,""normal"":55613,""general"":386518,""fallback"":0,""unresolved"":0},""output"":{""normal"":442131,""except"":0},""timings"":{""fast_path_execution_time"":2.68162,""general_and_interpreter_time"":0.366418,""compile_time"":0.118152,""hyperspecialization_time"":0.244353},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_09.csv,0,3.30928,"{""input"":{""input_file_count"":1,""total_input_row_count"":422574,""normal"":418314,""general"":4260,""fallback"":0,""unresolved"":0},""output"":{""normal"":422574,""except"":0},""timings"":{""fast_path_execution_time"":2.80624,""general_and_interpreter_time"":0.0677015,""compile_time"":0.118674,""hyperspecialization_time"":0.24983},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_10.csv,0,3.40682,"{""input"":{""input_file_count"":1,""total_input_row_count"":435690,""normal"":425435,""general"":10255,""fallback"":0,""unresolved"":0},""output"":{""normal"":435690,""except"":0},""timings"":{""fast_path_execution_time"":2.89763,""general_and_interpreter_time"":0.0708408,""compile_time"":0.118218,""hyperspecialization_time"":0.251225},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_11.csv,0,3.25332,"{""input"":{""input_file_count"":1,""total_input_row_count"":409266,""normal"":404900,""general"":4366,""fallback"":0,""unresolved"":0},""output"":{""normal"":409266,""except"":0},""timings"":{""fast_path_execution_time"":2.74364,""general_and_interpreter_time"":0.0689257,""compile_time"":0.118581,""hyperspecialization_time"":0.254697},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_12.csv,0,3.39139,"{""input"":{""input_file_count"":1,""total_input_row_count"":426169,""normal"":416296,""general"":9873,""fallback"":0,""unresolved"":0},""output"":{""normal"":426169,""except"":0},""timings"":{""fast_path_execution_time"":2.87113,""general_and_interpreter_time"":0.0709347,""compile_time"":0.11852,""hyperspecialization_time"":0.258112},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1993_01.csv,0,3.34813,"{""input"":{""input_file_count"":1,""total_input_row_count"":422755,""normal"":414005,""general"":8750,""fallback"":0,""unresolved"":0},""output"":{""normal"":422755,""except"":0},""timings"":{""fast_path_execution_time"":2.82677,""general_and_interpreter_time"":0.0701624,""compile_time"":0.118181,""hyperspecialization_time"":0.263118},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1993_02.csv,0,3.07675,"{""input"":{""input_file_count"":1,""total_input_row_count"":383950,""normal"":375102,""general"":8848,""fallback"":0,""unresolved"":0},""output"":{""normal"":383950,""except"":0},""timings"":{""fast_path_execution_time"":2.55724,""general_and_interpreter_time"":0.0701413,""compile_time"":0.118154,""hyperspecialization_time"":0.265663},""hyper_active"":true}"
